FY,Month (abbv),Component,Region,Land Filter,Area of Responsibility,Drug Type,Count of Event,Sum Qty (lbs)
2022,JUL,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Ecstasy,1,0.001300727
2022,JUL,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Khat (Catha Edulis),1,234.9245864
2022,JUL,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Lsd,1,0.006150897
2022,JUL,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Marijuana,8,0.967498637
2022,JUL,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Other Drugs**,5,0.11812368
2022,JUL,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Cocaine,13,158.1002783
2022,JUL,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Fentanyl,12,42.49948028
2022,JUL,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Heroin,1,16.00556022
2022,JUL,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Marijuana,44,2.929656861
2022,JUL,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Methamphetamine,16,335.6629431
2022,JUL,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Other Drugs**,31,5.557853625
2022,JUL,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Cocaine,16,496.7079579
2022,JUL,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Fentanyl,2,2.056317656
2022,JUL,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Heroin,2,13.53638289
2022,JUL,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Marijuana,26,61.55963333
2022,JUL,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Methamphetamine,9,616.5346427
2022,JUL,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Other Drugs**,50,42.31925238
2022,JUL,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Cocaine,25,506.4988192
2022,JUL,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Fentanyl,50,1121.634717
2022,JUL,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Heroin,8,49.78037876
2022,JUL,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Ketamine,1,0.002204623
2022,JUL,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Marijuana,56,1.914229728
2022,JUL,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Methamphetamine,73,4661.444169
2022,JUL,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Other Drugs**,30,154.0657528
2022,JUL,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Cocaine,8,74.41626492
2022,JUL,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Fentanyl,30,557.1229732
2022,JUL,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Heroin,2,11.59785822
2022,JUL,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Marijuana,10,120.718146
2022,JUL,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Methamphetamine,17,1022.274955
2022,JUL,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Other Drugs**,2,0.453601104
2022,JUL,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Fentanyl,1,0.529109429
2022,JUL,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Marijuana,2,0.013227736
2022,JUL,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Methamphetamine,1,16.97559417
2022,JUL,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Cocaine,1,0.778364062
2022,JUL,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Marijuana,1,0.012478164
2022,JUL,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Methamphetamine,2,2697.664423
2022,JUL,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Marijuana,2,0.027998707
2022,JUL,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Methamphetamine,1,1.190496215
2022,JUL,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Fentanyl,1,0.013448198
2022,JUL,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Marijuana,4,0.760594804
2022,JUL,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Methamphetamine,1,0.000440925
2022,JUL,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Marijuana,2,0.0501
2022,JUL,U.S. Border Patrol,Coastal/Interior,Other,RAMEY SECTOR,Cocaine,2,2240.721
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Marijuana,1,0.0688
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Methamphetamine,1,0.0101
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Marijuana,2,0.3425
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Cocaine,1,6.2622
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Marijuana,4,14.009
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other Drugs**,1,0.0537
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Marijuana,9,13.6603
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Methamphetamine,4,0.128
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Other Drugs**,1,0.0358
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Cocaine,2,0.0073
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Ecstasy,2,0.0374
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Marijuana,8,0.0412
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Other Drugs**,4,0.9639
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Marijuana,1,0
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Methamphetamine,1,0.0004
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other Drugs**,1,0.0014
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Cocaine,2,0.0463
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Heroin,1,0.0573
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Marijuana,80,1710.1147
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Methamphetamine,6,0.0882
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other Drugs**,5,5.9083
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Heroin,1,0.0066
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Marijuana,10,0.2622
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Methamphetamine,5,0.0423
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other Drugs**,1,0.0007
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Fentanyl,2,14.859
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Marijuana,1,0.0005
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Methamphetamine,8,353.1553
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Cocaine,7,16.6253
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Fentanyl,2,0.0144
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Heroin,1,0.0175
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Marijuana,33,26.9611
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Methamphetamine,5,0.0217
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other Drugs**,8,6.9345
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Cocaine,3,19.6106
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Heroin,1,0.0022
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Marijuana,16,382.6114
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Methamphetamine,1,0.0066
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other Drugs**,4,0.2659
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Cocaine,5,0.0815
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Ecstasy,2,0.0073
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Marijuana,48,1648.2386
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Methamphetamine,1,0.022
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other Drugs**,8,3.7782
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Cocaine,5,74.8333
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Fentanyl,6,303.2685
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Heroin,3,17.6001
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Marijuana,8,21.6587
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Methamphetamine,13,5495.6521
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Cocaine,4,0.0126
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Ecstasy,1,0.0014
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Fentanyl,16,14.5123
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Heroin,1,0.0131
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Marijuana,29,67.3129
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Methamphetamine,21,270.2054
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other Drugs**,1,0.0145
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Cocaine,2,9.0211
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Fentanyl,1,46.22
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Heroin,1,14
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Marijuana,10,0.7538
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Methamphetamine,1,49.2
2022,JUN,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Fentanyl,1,0.350534997
2022,JUN,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Marijuana,5,5.27566193
2022,JUN,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Other Drugs**,6,6.196312336
2022,JUN,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Cocaine,2,34.78894494
2022,JUN,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ecstasy,3,1.319510731
2022,JUN,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Fentanyl,1,1.477097155
2022,JUN,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Heroin,1,0.003968321
2022,JUN,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Khat (Catha Edulis),6,269.7576238
2022,JUN,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Marijuana,48,40.65659214
2022,JUN,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Other Drugs**,73,248.1548574
2022,JUN,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Cocaine,30,123.6510437
2022,JUN,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ecstasy,21,8.068852651
2022,JUN,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Fentanyl,4,21.09453471
2022,JUN,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Heroin,8,9.104782773
2022,JUN,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ketamine,36,121.5225687
2022,JUN,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Khat (Catha Edulis),13,637.0036598
2022,JUN,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Lsd,2,0.186511074
2022,JUN,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Marijuana,202,1049.773588
2022,JUN,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Methamphetamine,31,437.7802912
2022,JUN,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Other Drugs**,315,406.5304931
2022,JUN,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Cocaine,2,2.460579306
2022,JUN,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Ecstasy,8,0.517645391
2022,JUN,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Fentanyl,1,5.917648037
2022,JUN,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Lsd,1,0.000220462
2022,JUN,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Marijuana,16,3.912168978
2022,JUN,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Methamphetamine,2,585.3934443
2022,JUN,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Other Drugs**,28,28.9031537
2022,JUN,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Cocaine,5,11.35876689
2022,JUN,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ecstasy,8,7.436633022
2022,JUN,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Fentanyl,1,1.113334423
2022,JUN,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Heroin,1,0.009920802
2022,JUN,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ketamine,6,31.62839796
2022,JUN,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Lsd,1,0.005732019
2022,JUN,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Marijuana,40,426.00646
2022,JUN,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Methamphetamine,15,607.0827421
2022,JUN,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Other Drugs**,144,633.2379219
2022,JUN,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Cocaine,34,460.4402844
2022,JUN,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ecstasy,11,10.25396436
2022,JUN,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Fentanyl,1,0.002204623
2022,JUN,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ketamine,8,18.81777684
2022,JUN,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Khat (Catha Edulis),1,4.23287543
2022,JUN,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Lsd,6,0.012566349
2022,JUN,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Marijuana,74,227.912255
2022,JUN,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Methamphetamine,3,8.741350735
2022,JUN,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Other Drugs**,643,488.9568354
2022,JUN,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Cocaine,7,33.33565771
2022,JUN,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ecstasy,2,0.075618556
2022,JUN,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Fentanyl,2,15.983514
2022,JUN,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Heroin,1,3.747858454
2022,JUN,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ketamine,1,1.614224682
2022,JUN,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Marijuana,21,290.3943245
2022,JUN,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Methamphetamine,11,208.0061442
2022,JUN,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Other Drugs**,76,209.6972441
2022,JUN,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Cocaine,39,54.42750278
2022,JUN,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ecstasy,106,4.598842785
2022,JUN,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Fentanyl,4,0.070547924
2022,JUN,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Heroin,10,0.110231131
2022,JUN,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ketamine,29,477.1200182
2022,JUN,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Khat (Catha Edulis),7,2679.27787
2022,JUN,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Lsd,154,0.407855185
2022,JUN,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Marijuana,111,132.6166486
2022,JUN,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Methamphetamine,48,0.789254898
2022,JUN,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Other Drugs**,524,1123.046623
2022,JUN,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Fentanyl,1,0.266759337
2022,JUN,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Ketamine,1,2.976240537
2022,JUN,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Marijuana,21,0.919658326
2022,JUN,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Other Drugs**,10,0.597761377
2022,JUN,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Cocaine,9,16.60874497
2022,JUN,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Khat (Catha Edulis),2,84.87797087
2022,JUN,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Marijuana,22,35.35626048
2022,JUN,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Methamphetamine,27,108.4420797
2022,JUN,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Other Drugs**,16,48.89116627
2022,JUN,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Cocaine,25,6460.529743
2022,JUN,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Fentanyl,2,0.340834657
2022,JUN,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Marijuana,74,296.0581103
2022,JUN,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Other Drugs**,1,0.137127527
2022,JUN,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Ecstasy,1,0.000661387
2022,JUN,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Marijuana,22,11.03777384
2022,JUN,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Other Drugs**,10,2.517238108
2022,JUN,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Cocaine,1,0.001102311
2022,JUN,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Marijuana,32,3.962500512
2022,JUN,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Methamphetamine,1,0.00198416
2022,JUN,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Other Drugs**,1,0.003351026
2022,JUN,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Cocaine,3,0.015432358
2022,JUN,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Ecstasy,4,0.018739292
2022,JUN,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Lsd,1,0.005511557
2022,JUN,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Marijuana,79,40.43097106
2022,JUN,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Methamphetamine,1,0.001102311
2022,JUN,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Other Drugs**,22,20.19443138
2022,JUN,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Cocaine,4,0.027976661
2022,JUN,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Marijuana,52,1477.02954
2022,JUN,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Methamphetamine,2,0.071958882
2022,JUN,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Other Drugs**,13,0.549215587
2022,JUN,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Cocaine,2,0.008201196
2022,JUN,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Ecstasy,3,0.020480944
2022,JUN,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Marijuana,67,10.55906208
2022,JUN,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Methamphetamine,2,0.035714886
2022,JUN,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Other Drugs**,7,0.465770621
2022,JUN,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Marijuana,4,0.511031523
2022,JUN,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Other Drugs**,3,0.118167772
2022,JUN,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Lsd,1,0.003306934
2022,JUN,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Marijuana,5,1.666694701
2022,JUN,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Other Drugs**,4,0.160937451
2022,JUN,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Cocaine,1,0.019841604
2022,JUN,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Ecstasy,1,0.018386553
2022,JUN,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Khat (Catha Edulis),1,0.482591892
2022,JUN,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Marijuana,21,17.49167428
2022,JUN,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Other Drugs**,23,18.18652724
2022,JUN,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Other Drugs**,3,11.7539455
2022,JUN,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Ketamine,1,0.004563569
2022,JUN,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Khat (Catha Edulis),1,20215.81622
2022,JUN,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Lsd,1,0.002204623
2022,JUN,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Marijuana,8,3.671688742
2022,JUN,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Other Drugs**,6,5.088996532
2022,JUN,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Cocaine,9,52.9686599
2022,JUN,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Fentanyl,10,29.07099162
2022,JUN,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Heroin,2,2.337340902
2022,JUN,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Marijuana,44,4.347956731
2022,JUN,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Methamphetamine,7,1060.606905
2022,JUN,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Other Drugs**,42,25.79741363
2022,JUN,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Cocaine,18,446.8670843
2022,JUN,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Fentanyl,1,22.00213375
2022,JUN,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Heroin,3,44.44519202
2022,JUN,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Marijuana,16,88.67342713
2022,JUN,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Methamphetamine,21,2030.923292
2022,JUN,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Other Drugs**,25,11.62993548
2022,JUN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Cocaine,21,660.1095599
2022,JUN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Fentanyl,33,301.3357563
2022,JUN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Heroin,7,27.55055159
2022,JUN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Ketamine,1,2.292807525
2022,JUN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Marijuana,51,3.937125306
2022,JUN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Methamphetamine,96,5599.459043
2022,JUN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Other Drugs**,27,41.24150057
2022,JUN,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Cocaine,6,66.48877267
2022,JUN,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Ecstasy,1,0.005291094
2022,JUN,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Fentanyl,13,183.3553327
2022,JUN,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Heroin,2,9.74443198
